,node_a,node_b,time
3863,590,835,1083921084
3864,12,96,1083921200
3865,12,830,1083921333
3866,194,836,1083921509
3867,488,120,1083921541
3868,586,832,1083921897
3869,681,795,1083921927
3870,462,675,1083922123
3871,160,638,1083922145
3872,704,835,1083922352
3873,605,596,1083922390
3874,12,689,1083922452
3875,498,831,1083922465
3876,363,816,1083922505
3877,12,757,1083922556
3878,605,462,1083922741
3879,194,679,1083922891
3880,624,8,1083923276
3881,321,774,1083923356
3882,837,346,1083923732
3883,838,644,1083923782
3884,289,835,1083924349
3885,676,719,1083924407
3886,12,681,1083924686
3887,605,640,1083924961
3888,103,839,1083925058
3889,297,573,1083925070
3890,63,801,1083925114
3891,103,840,1083925226
3892,605,442,1083925305
3893,617,688,1083925469
3894,679,841,1083925479
3895,713,842,1083925556
3896,103,841,1083925701
3897,103,843,1083925736
3898,843,576,1083925746
3899,95,753,1083925779
3900,843,798,1083925841
3901,442,144,1083925880
3902,372,823,1083926079
3903,194,823,1083926182
3904,372,835,1083926199
3905,194,586,1083926231
3906,701,103,1083926256
3907,372,844,1083926268
3908,701,193,1083926277
3909,845,808,1083926288
3910,701,372,1083926297
3911,605,372,1083926390
3912,843,783,1083926400
3913,442,753,1083926475
3914,194,555,1083926517
3915,9,256,1083926704
3916,504,719,1083926711
3917,9,343,1083926745
3918,9,844,1083926807
3919,590,795,1083927040
3920,482,823,1083927054
3921,605,681,1083927511
3922,835,388,1083927602
3923,103,835,1083927937
3924,701,48,1083928058
3925,95,175,1083928072
3926,543,640,1083928368
3927,846,588,1083928674
3928,847,97,1083929139
3929,189,774,1083929147
3930,713,498,1083929253
3931,758,719,1083929385
3932,754,438,1083929772
3933,841,848,1083929791
3934,687,815,1083931006
3935,687,823,1083931169
3936,687,783,1083931234
3937,687,832,1083931407
3938,651,765,1083931754
3939,809,340,1083931860
3940,809,823,1083932150
3941,308,849,1083934596
3942,72,701,1083935096
3943,468,830,1083935746
3944,41,817,1083943002
3945,214,839,1083943584
3946,214,815,1083943729
3947,29,850,1083949736
3948,514,835,1083949945
3949,851,162,1083953111
3950,851,679,1083953157
3951,851,852,1083953463
3952,542,729,1083953872
3953,638,68,1083953968
3954,831,540,1083955757
3955,431,52,1083956819
3956,194,375,1083958185
3957,194,355,1083958237
3958,194,203,1083958283
3959,194,755,1083958305
3960,431,343,1083958380
3961,204,830,1083958461
3962,204,198,1083958628
3963,830,339,1083959404
3964,830,765,1083959494
3965,830,502,1083960070
3966,308,273,1083960225
3967,431,727,1083960823
3968,708,719,1083960920
3969,337,771,1083960943
3970,349,511,1083961031
3971,431,617,1083961672
3972,853,838,1083961675
3973,44,400,1083961860
3974,343,688,1083962228
3975,713,95,1083962290
3976,635,442,1083962362
3977,337,777,1083962391
3978,713,603,1083962474
3979,713,586,1083962689
3980,794,449,1083962776
3981,617,596,1083963014
3982,372,831,1083963254
3983,36,828,1083963496
3984,617,854,1083963885
3985,67,843,1083964726
3986,34,843,1083965017
3987,34,351,1083965086
3988,19,114,1083965122
3989,53,847,1083965494
3990,53,855,1083965716
3991,856,626,1083965980
3992,72,857,1083966094
3993,704,852,1083966157
3994,704,848,1083966184
3995,34,538,1083966228
3996,448,375,1083966231
3997,704,839,1083966248
3998,858,701,1083966556
3999,617,26,1083967270
4000,824,816,1083967368
4001,302,823,1083967809
4002,26,823,1083968042
4003,826,372,1083968316
4004,830,389,1083968512
4005,47,567,1083968924
4006,448,823,1083968937
4007,47,814,1083969179
4008,847,101,1083969625
4009,847,194,1083970218
4010,834,708,1083970339
4011,687,785,1083970592
4012,687,843,1083970665
4013,296,781,1083970758
4014,296,375,1083970847
4015,561,514,1083970902
4016,296,355,1083970920
4017,296,835,1083971341
4018,638,642,1083971752
4019,392,475,1083972478
4020,834,592,1083973007
4021,859,704,1083973239
4022,859,644,1083973363
4023,74,860,1083973412
4024,74,840,1083973570
4025,74,389,1083973916
4026,859,679,1083974023
4027,861,72,1083974085
4028,859,32,1083974174
4029,835,861,1083974189
4030,74,449,1083974344
4031,859,34,1083974357
4032,859,357,1083974414
4033,861,249,1083974646
4034,861,752,1083974668
4035,581,249,1083975245
4036,214,862,1083975922
4037,770,708,1083976812
4038,341,863,1083977327
4039,770,784,1083977592
4040,679,580,1083977601
4041,793,863,1083978008
4042,704,822,1083979347
4043,32,283,1083979769
4044,32,632,1083979862
4045,32,640,1083979894
4046,770,32,1083979960
4047,687,598,1083979988
4048,32,704,1083980116
4049,551,32,1083980269
4050,770,798,1083980310
4051,599,32,1083980372
4052,770,654,1083980610
4053,859,308,1083980819
4054,859,687,1083980830
4055,859,325,1083980844
4056,542,352,1083981583
4057,53,542,1083981720
4058,770,853,1083982480
4059,697,637,1083983278
4060,605,350,1083983405
4061,495,864,1083983499
4062,492,708,1083983642
4063,697,289,1083984087
4064,12,439,1083984590
4065,242,823,1083984781
4066,32,60,1083984951
4067,44,770,1083985336
4068,865,514,1083985688
4069,9,617,1083985852
4070,830,297,1083985861
4071,9,835,1083986006
4072,9,56,1083986070
4073,334,687,1083986094
4074,605,60,1083986592
4075,303,835,1083987175
4076,595,660,1083987573
4077,498,823,1083987989
4078,765,425,1083988171
4079,551,587,1083988250
4080,686,498,1083988307
4081,866,834,1083988727
4082,439,131,1083988802
4083,551,676,1083988873
4084,725,728,1083989036
4085,721,867,1083989126
4086,721,388,1083989193
4087,687,194,1083989606
4088,323,161,1083989630
4089,191,765,1083989827
4090,536,765,1083990919
4091,214,868,1083990920
4092,334,823,1083990962
4093,704,841,1083990983
4094,103,868,1083991275
4095,12,711,1083991497
4096,830,840,1083991578
4097,403,769,1083992023
4098,176,823,1083992122
4099,793,776,1083992223
4100,770,437,1083993012
4101,869,823,1083993451
4102,765,568,1083993679
4103,765,226,1083993737
4104,552,765,1083994150
4105,765,407,1083994799
4106,765,126,1083994857
4107,147,191,1083994988
4108,350,481,1083995876
4109,67,323,1083996202
4110,67,862,1083996253
4111,615,765,1083996279
4112,713,350,1083996345
4113,713,704,1083996593
4114,266,617,1083997043
4115,700,555,1083997541
4116,713,209,1083997755
4117,770,379,1083997971
4118,638,870,1083997973
4119,770,97,1083998052
4120,594,765,1083998413
4121,713,199,1083998421
4122,9,313,1083998667
4123,713,847,1083998755
4124,9,72,1083998794
4125,713,651,1083998801
4126,9,862,1083999025
4127,711,339,1083999152
4128,327,765,1083999341
4129,713,770,1083999453
4130,484,770,1083999754
4131,770,502,1083999938
4132,770,396,1084000010
4133,41,495,1084000553
4134,469,598,1084000750
4135,83,835,1084001105
4136,713,9,1084001184
4137,792,841,1084001255
4138,871,97,1084001583
4139,770,323,1084001697
4140,719,862,1084002856
4141,871,502,1084004015
4142,733,753,1084004159
4143,770,475,1084004504
4144,350,872,1084004937
4145,294,830,1084004940
4146,733,313,1084004946
4147,873,770,1084005044
4148,874,875,1084005277
4149,131,874,1084005541
4150,36,770,1084005616
4151,777,843,1084005740
4152,12,605,1084005858
4153,777,316,1084005902
4154,876,757,1084006025
4155,770,605,1084006688
4156,350,860,1084006729
4157,617,403,1084006730
4158,41,610,1084006796
4159,624,697,1084006961
4160,830,877,1084007109
4161,36,19,1084007147
4162,19,654,1084007408
4163,679,865,1084007580
4164,254,874,1084007595
4165,878,482,1084007677
4166,679,701,1084007684
4167,36,250,1084007740
4168,830,598,1084007777
4169,36,879,1084007901
4170,830,638,1084007968
4171,36,597,1084007989
4172,539,605,1084008055
4173,873,343,1084008107
4174,596,254,1084008298
4175,873,711,1084008406
4176,873,128,1084008577
4177,638,29,1084008582
4178,686,770,1084008614
4179,638,766,1084008712
4180,733,52,1084008761
4181,555,482,1084008843
4182,765,370,1084009036
4183,830,880,1084009037
4184,605,881,1084009149
4185,765,882,1084009222
4186,605,830,1084009227
4187,41,863,1084009387
4188,770,538,1084009429
4189,882,594,1084009442
4190,882,536,1084009672
4191,883,882,1084009796
4192,884,297,1084010533
4193,843,885,1084011349
4194,871,640,1084011489
4195,242,451,1084011790
4196,400,886,1084012102
4197,885,798,1084012222
4198,242,389,1084012255
4199,400,676,1084012263
4200,885,576,1084012302
4201,400,835,1084012433
4202,563,409,1084012463
4203,400,371,1084012735
4204,400,544,1084012879
4205,400,123,1084012962
4206,400,887,1084012977
4207,400,166,1084013042
4208,400,81,1084013100
4209,400,592,1084013115
4210,400,59,1084013149
4211,400,439,1084013183
4212,400,882,1084013218
4213,400,76,1084013261
4214,400,376,1084013295
4215,834,323,1084013308
4216,400,564,1084013341
4217,400,265,1084013364
4218,400,853,1084013406
4219,400,452,1084013425
4220,400,13,1084013440
4221,400,888,1084013457
4222,400,831,1084013512
4223,400,101,1084013557
4224,400,420,1084013574
4225,400,866,1084013590
4226,400,20,1084013603
4227,400,360,1084013615
4228,400,889,1084013628
4229,400,868,1084013646
4230,400,108,1084013662
4231,400,386,1084013714
4232,242,297,1084013722
4233,400,154,1084013790
4234,400,572,1084013804
4235,400,538,1084013838
4236,400,419,1084013908
4237,640,885,1084013960
4238,400,114,1084014037
4239,400,517,1084014182
4240,400,499,1084014197
4241,400,802,1084014306
4242,400,890,1084014327
4243,400,459,1084014337
4244,400,512,1084014357
4245,400,891,1084014405
4246,400,315,1084014632
4247,400,892,1084014695
4248,400,799,1084014725
4249,400,893,1084014809
4250,400,64,1084014951
4251,400,894,1084014967
4252,400,895,1084015013
4253,400,816,1084015142
4254,400,840,1084015231
4255,400,464,1084015250
4256,194,516,1084015402
4257,400,460,1084015471
4258,400,600,1084015488
4259,400,675,1084015501
4260,400,382,1084015516
4261,400,896,1084015530
4262,400,862,1084015718
4263,400,165,1084015734
4264,400,527,1084015759
4265,400,897,1084015777
4266,400,673,1084015796
4267,194,449,1084015810
4268,400,898,1084015810
4269,400,11,1084015822
4270,400,852,1084015840
4271,400,158,1084015857
4272,400,743,1084015913
4273,400,899,1084015930
4274,400,391,1084015955
4275,400,523,1084015983
4276,194,234,1084015984
4277,598,194,1084015985
4278,400,701,1084016055
4279,400,819,1084016087
4280,546,583,1084016111
4281,400,97,1084016159
4282,400,519,1084016190
4283,546,297,1084016207
4284,400,528,1084016214
4285,400,711,1084016284
4286,400,900,1084016320
4287,400,901,1084016340
4288,546,199,1084016355
4289,400,788,1084016370
4290,400,85,1084016401
4291,400,735,1084016419
4292,834,343,1084016422
4293,400,39,1084016435
4294,400,294,1084016471
4295,400,902,1084016482
4296,834,168,1084016492
4297,834,771,1084016517
4298,400,798,1084016526
4299,546,835,1084016608
4300,834,513,1084016632
4301,400,825,1084016679
4302,400,15,1084016709
4303,546,853,1084016726
4304,834,297,1084016726
4305,400,358,1084016750
4306,400,284,1084016763
4307,400,841,1084016776
4308,903,792,1084016788
4309,400,2,1084016789
4310,400,904,1084016825
4311,400,411,1084016842
4312,400,747,1084016862
4313,834,712,1084016866
4314,400,905,1084016895
4315,400,476,1084016910
4316,400,570,1084016939
4317,400,734,1084016953
4318,400,299,1084016980
4319,400,587,1084017118
4320,853,906,1084017131
4321,400,135,1084017149
4322,400,817,1084017230
4323,400,844,1084017261
4324,400,304,1084017273
4325,400,584,1084017289
4326,400,601,1084017308
4327,400,251,1084017321
4328,400,907,1084017336
4329,400,109,1084017385
4330,400,682,1084017401
4331,546,598,1084017412
4332,400,495,1084017452
4333,400,152,1084017464
4334,400,70,1084017531
4335,400,832,1084017551
4336,400,436,1084017563
4337,400,324,1084017582
4338,400,173,1084017664
4339,400,311,1084017702
4340,400,566,1084017720
4341,400,556,1084017738
4342,400,151,1084017765
4343,492,784,1084017776
4344,400,707,1084017875
4345,400,773,1084017894
4346,400,541,1084017927
4347,400,908,1084018001
4348,400,449,1084018034
4349,400,823,1084018081
4350,400,909,1084018121
4351,400,543,1084018162
4352,400,910,1084018190
4353,400,766,1084018244
4354,400,451,1084018286
4355,400,579,1084018302
4356,400,613,1084018311
4357,400,911,1084018320
4358,67,901,1084018325
4359,400,698,1084018335
4360,400,402,1084018463
4361,492,835,1084018508
4362,400,463,1084018509
4363,400,149,1084018521
4364,400,583,1084018566
4365,400,864,1084018588
4366,765,883,1084019178
4367,809,400,1084019504
4368,809,912,1084020123
4369,809,913,1084020302
4370,835,752,1084022142
4371,843,575,1084025339
4372,638,884,1084037669
4373,41,901,1084041055
4374,700,400,1084041845
4375,176,297,1084043080
4376,678,297,1084043456
4377,194,913,1084043775
4378,523,724,1084044616
4379,484,400,1084045567
4380,884,913,1084046399
4381,194,173,1084046440
4382,199,598,1084048439
4383,468,914,1084048704
4384,173,749,1084049091
4385,809,884,1084050692
4386,283,823,1084051389
4387,220,400,1084051394
4388,915,874,1084051614
4389,212,352,1084052032
4390,915,224,1084052284
4391,309,212,1084052545
4392,19,862,1084052739
4393,686,873,1084053211
4394,194,400,1084053802
4395,194,283,1084053898
4396,834,862,1084053954
4397,609,598,1084054069
4398,715,784,1084054080
4399,884,194,1084054139
4400,183,620,1084054477
4401,768,704,1084054903
4402,183,916,1084055341
4403,768,34,1084055419
4404,482,901,1084055846
4405,621,194,1084055922
4406,525,865,1084056151
4407,599,400,1084056208
4408,679,221,1084056380
4409,768,593,1084056719
4410,67,601,1084057111
4411,212,639,1084057153
4412,67,917,1084057168
4413,621,598,1084057861
4414,626,737,1084058534
4415,194,183,1084058640
4416,183,242,1084058654
4417,103,831,1084058742
4418,103,874,1084059009
4419,103,765,1084059242
4420,242,325,1084059316
4421,915,626,1084059342
4422,834,874,1084059625
4423,199,858,1084059774
4424,389,194,1084060250
4425,876,212,1084060277
4426,765,362,1084060569
4427,276,903,1084061355
4428,918,708,1084062667
4429,74,598,1084062691
4430,74,874,1084062743
4431,74,513,1084062984
4432,474,346,1084063311
4433,474,719,1084063734
4434,768,621,1084064970
4435,823,548,1084066069
4436,309,823,1084066116
4437,704,919,1084066341
4438,309,913,1084066391
4439,309,848,1084066482
4440,357,379,1084066591
4441,517,570,1084066895
4442,809,242,1084067532
4443,103,379,1084067678
4444,920,103,1084067873
4445,32,375,1084068026
4446,220,103,1084068137
4447,338,454,1084068242
4448,103,495,1084068888
4449,535,440,1084068984
4450,882,921,1084069297
4451,882,226,1084069338
4452,194,498,1084069349
4453,103,734,1084069449
4454,131,734,1084069573
4455,830,454,1084069681
4456,882,532,1084069814
4457,882,922,1084069968
4458,721,923,1084070226
4459,882,388,1084070962
4460,768,819,1084071108
4461,431,538,1084071346
4462,679,923,1084071355
4463,679,768,1084071468
4464,194,97,1084071607
4465,768,874,1084072205
4466,249,711,1084072341
4467,768,483,1084072926
4468,719,838,1084074411
4469,921,536,1084074949
4470,924,719,1084074985
4471,826,925,1084075532
4472,44,719,1084076104
4473,621,719,1084076156
4474,44,189,1084076249
4475,768,924,1084076732
4476,288,620,1084077307
4477,859,400,1084077778
4478,859,214,1084077867
4479,859,681,1084077924
4480,431,393,1084078754
4481,191,371,1084080427
4482,834,393,1084080691
4483,191,874,1084080782
4484,913,191,1084081062
4485,913,51,1084081101
4486,32,926,1084081148
4487,145,719,1084081192
4488,913,88,1084081219
4489,536,927,1084081226
4490,913,814,1084081282
4491,913,339,1084081793
4492,69,687,1084081850
4493,913,795,1084081988
4494,913,99,1084082177
4495,913,41,1084082510
4496,913,242,1084082636
4497,913,719,1084082719
4498,814,925,1084083028
4499,44,834,1084083262
4500,926,325,1084084118
4501,151,907,1084085225
4502,928,482,1084085237
4503,928,41,1084085744
4504,74,561,1084085812
4505,928,794,1084086249
4506,308,929,1084086298
4507,308,930,1084086619
4508,194,463,1084086642
4509,276,924,1084086670
4510,308,931,1084086834
4511,928,194,1084086915
4512,308,863,1084086928
4513,308,185,1084087030
4514,289,183,1084087305
4515,103,932,1084087529
4516,620,654,1084088023
4517,620,473,1084088043
4518,924,185,1084088220
4519,924,830,1084088320
4520,797,913,1084088688
4521,559,97,1084088874
4522,933,903,1084088999
4523,103,930,1084089070
4524,797,454,1084089847
4525,934,97,1084089919
4526,51,919,1084089979
4527,252,935,1084090127
4528,928,732,1084090474
4529,191,928,1084091400
4530,422,386,1084091454
4531,422,768,1084091818
4532,103,783,1084091904
4533,422,835,1084091990
4534,36,834,1084092111
4535,557,926,1084092337
4536,679,393,1084092414
4537,792,339,1084093346
4538,470,621,1084093644
4539,853,597,1084093787
4540,687,936,1084094107
4541,237,711,1084094148
4542,679,903,1084094157
4543,87,393,1084094305
4544,388,408,1084094374
4545,308,237,1084094426
4546,719,802,1084094621
4547,309,937,1084094846
4548,621,834,1084095723
4549,325,924,1084095858
4550,325,783,1084096034
4551,741,711,1084096178
4552,95,938,1084096193
4553,725,928,1084096316
4554,934,128,1084096372
4555,794,598,1084096416
4556,934,437,1084096521
4557,934,460,1084096559
4558,638,939,1084096706
4559,915,393,1084097074
4560,172,598,1084097389
4561,325,874,1084097848
4562,824,774,1084097961
4563,325,760,1084098070
4564,308,638,1084098107
4565,74,940,1084098296
4566,938,325,1084098591
4567,370,278,1084098787
4568,787,720,1084098837
4569,679,174,1084098917
4570,638,355,1084099344
4571,308,561,1084099565
4572,638,940,1084099707
4573,308,431,1084099743
4574,638,51,1084099751
4575,638,724,1084100142
4576,941,816,1084100178
4577,941,926,1084100464
4578,942,651,1084100817
4579,942,646,1084100880
4580,942,943,1084100930
4581,942,650,1084100968
4582,325,941,1084101101
4583,944,128,1084101303
4584,704,924,1084102250
4585,770,386,1084102261
4586,873,224,1084102266
4587,770,928,1084102419
4588,770,513,1084102469
4589,283,297,1084103053
4590,557,513,1084103090
4591,557,445,1084103333
4592,945,625,1084103676
4593,172,638,1084104329
4594,345,691,1084105366
4595,345,946,1084105485
4596,345,947,1084105659
4597,345,95,1084105790
4598,103,386,1084106376
4599,103,345,1084106431
4600,103,948,1084106478
4601,184,928,1084128678
4602,32,940,1084129009
4603,809,573,1084129352
4604,621,686,1084130946
4605,944,393,1084130996
4606,949,27,1084131470
4607,915,901,1084131840
4608,830,913,1084131912
4609,199,445,1084132026
4610,462,913,1084132033
4611,474,847,1084132041
4612,915,928,1084132161
4613,949,199,1084132377
4614,727,638,1084133050
4615,915,654,1084133319
4616,770,173,1084134120
4617,915,437,1084134433
4618,915,886,1084134484
4619,296,445,1084134602
4620,915,862,1084134619
4621,913,950,1084134769
4622,915,841,1084134779
4623,913,638,1084134827
4624,913,548,1084134923
4625,781,233,1084135160
4626,915,823,1084135173
4627,951,474,1084136643
4628,599,68,1084139119
4629,68,173,1084139141
4630,679,949,1084139523
4631,36,940,1084140015
4632,586,308,1084140101
4633,68,375,1084140259
4634,942,72,1084140884
4635,830,549,1084141459
4636,942,454,1084141976
4637,189,579,1084142114
4638,189,868,1084142231
4639,103,853,1084142355
4640,283,853,1084142371
4641,189,862,1084142408
4642,189,735,1084142433
4643,103,599,1084142572
4644,189,682,1084142650
4645,189,802,1084142868
4646,830,952,1084143036
4647,953,265,1084143208
4648,953,85,1084143324
4649,953,954,1084143366
4650,950,260,1084143528
4651,183,769,1084143883
4652,950,429,1084145268
4653,950,517,1084145324
4654,950,588,1084145370
4655,103,886,1084145451
4656,498,389,1084145822
4657,103,929,1084146034
4658,942,42,1084146221
4659,42,339,1084146233
4660,42,573,1084146294
4661,42,445,1084146356
4662,42,922,1084146391
4663,586,952,1084146575
4664,42,72,1084146639
4665,42,194,1084146915
4666,42,738,1084146973
4667,42,632,1084147127
4668,42,955,1084147181
4669,42,291,1084147205
4670,42,353,1084147300
4671,42,767,1084147413
4672,42,263,1084147464
4673,42,600,1084147570
4674,42,952,1084147938
4675,42,132,1084147997
4676,481,769,1084148010
4677,42,302,1084148060
4678,103,917,1084148135
4679,481,768,1084148153
4680,768,393,1084148377
4681,777,317,1084148398
4682,777,59,1084148521
4683,704,901,1084148603
4684,183,956,1084149780
4685,777,840,1084150199
4686,859,189,1084150596
4687,777,429,1084150810
4688,19,957,1084150921
4689,777,721,1084151055
4690,19,859,1084151104
4691,733,859,1084151566
4692,19,924,1084151601
4693,733,835,1084151670
4694,103,957,1084152010
4695,777,513,1084152074
4696,199,212,1084152962
4697,551,859,1084153608
4698,277,254,1084153722
4699,242,454,1084154248
4700,770,788,1084154639
4701,958,959,1084154816
4702,958,704,1084154891
4703,687,473,1084155274
4704,884,928,1084155327
4705,621,830,1084155360
4706,687,836,1084155390
4707,884,556,1084155488
4708,770,768,1084155613
4709,924,686,1084155631
4710,770,960,1084155665
4711,770,599,1084155734
4712,103,931,1084155809
4713,277,770,1084156520
4714,950,454,1084157443
4715,781,721,1084157863
4716,42,794,1084158471
4717,704,140,1084159118
4718,928,334,1084159671
4719,859,626,1084159922
4720,498,874,1084159951
4721,334,194,1084160890
4722,88,952,1084160944
4723,42,961,1084161031
4724,67,460,1084161665
4725,67,721,1084161734
4726,770,194,1084162005
4727,687,950,1084162174
4728,67,928,1084162282
4729,67,536,1084162352
4730,277,194,1084162474
4731,42,801,1084162586
4732,42,176,1084162637
4733,42,928,1084162736
4734,962,616,1084162834
4735,63,242,1084162883
4736,63,963,1084162925
4737,814,928,1084163179
4738,277,884,1084163755
4739,277,830,1084163805
4740,277,271,1084163860
4741,63,949,1084164320
4742,851,787,1084164465
4743,103,938,1084164700
4744,940,598,1084164854
4745,569,949,1084164879
4746,940,536,1084165011
4747,638,964,1084165034
4748,263,132,1084165062
4749,423,675,1084165302
4750,928,94,1084165789
4751,303,840,1084165820
4752,940,454,1084165879
4753,940,708,1084166005
4754,924,68,1084166065
4755,242,256,1084166077
4756,498,840,1084166468
4757,256,498,1084166537
4758,239,950,1084167567
4759,725,840,1084167701
4760,950,840,1084167832
4761,800,765,1084168181
4762,840,536,1084168489
4763,809,830,1084168654
4764,520,964,1084168824
4765,334,840,1084168845
4766,770,840,1084168986
4767,953,27,1084169009
4768,770,256,1084169026
4769,953,588,1084169044
4770,953,840,1084169071
4771,928,965,1084169145
4772,840,352,1084169199
4773,826,913,1084169322
4774,940,52,1084169390
4775,940,151,1084169503
4776,573,840,1084169590
4777,498,393,1084169605
4778,940,274,1084169634
4779,966,697,1084169680
4780,654,346,1084169777
4781,940,798,1084169834
4782,809,777,1084169846
4783,94,965,1084169900
4784,949,913,1084169918
4785,586,654,1084169949
4786,940,61,1084169980
4787,586,840,1084170099
4788,940,713,1084170117
4789,940,913,1084170350
4790,635,597,1084170402
4791,297,337,1084170622
4792,871,840,1084170630
4793,928,573,1084170717
4794,640,784,1084170767
4795,840,263,1084170991
4796,635,719,1084171116
4797,294,831,1084171286
4798,539,840,1084171309
4799,724,840,1084171409
4800,19,410,1084171480
4801,590,840,1084171575
4802,19,806,1084171594
4803,777,297,1084172675
4804,103,967,1084172748
4805,809,771,1084172820
4806,372,396,1084172971
4807,968,78,1084173061
4808,32,957,1084173063
4809,68,840,1084173544
4810,53,953,1084173613
4811,561,956,1084173864
4812,32,654,1084174266
4813,176,928,1084174307
4814,68,952,1084174434
4815,967,279,1084174696
4816,142,244,1084174835
4817,199,569,1084175069
4818,679,306,1084175089
4819,679,341,1084175268
4820,447,400,1084175382
4821,586,969,1084175789
4822,27,970,1084175874
4823,950,815,1084176003
4824,950,341,1084176047
4825,725,952,1084176061
4826,181,967,1084176073
4827,652,27,1084176167
4828,809,482,1084176218
4829,950,823,1084176269
4830,283,277,1084176353
4831,871,783,1084176652
4832,277,41,1084176683
4833,204,498,1084176850
4834,277,823,1084176899
4835,871,277,1084176902
4836,871,495,1084176910
4837,725,697,1084177040
4838,9,859,1084177271
4839,396,679,1084177414
4840,325,952,1084177423
4841,176,815,1084177463
4842,871,969,1084177632
4843,971,972,1084177764
4844,871,466,1084177814
4845,601,851,1084177827
4846,711,341,1084177834
4847,41,815,1084177921
4848,41,283,1084177941
4849,448,973,1084178028
4850,871,831,1084178086
4851,448,297,1084178088
4852,448,971,1084178130
4853,928,283,1084178216
4854,652,831,1084178240
4855,448,371,1084178255
4856,971,974,1084178277
4857,969,719,1084178290
4858,448,52,1084178303
4859,815,283,1084178308
4860,448,626,1084178384
4861,777,176,1084178423
4862,199,971,1084178439
4863,498,274,1084178450
4864,448,69,1084178489
4865,652,194,1084178494
4866,204,176,1084178525
4867,199,952,1084178541
4868,969,961,1084178646
4869,448,454,1084178663
4870,448,59,1084178689
4871,41,943,1084178699
4872,823,193,1084178804
4873,203,866,1084178821
4874,448,831,1084178837
4875,942,871,1084178866
4876,448,969,1084178975
4877,41,151,1084179006
4878,448,712,1084179069
4879,41,969,1084179070
4880,448,967,1084179108
4881,652,322,1084179183
4882,151,971,1084179186
4883,448,194,1084179194
4884,341,840,1084179196
4885,448,561,1084179246
4886,341,157,1084179385
4887,448,569,1084179444
4888,768,355,1084179468
4889,652,389,1084179486
4890,448,299,1084179559
4891,871,437,1084179594
4892,714,297,1084179607
4893,809,448,1084179614
4894,448,587,1084179619
4895,400,974,1084179624
4896,400,973,1084179637
4897,341,460,1084179657
4898,448,601,1084179712
4899,652,149,1084179764
4900,199,975,1084179914
4901,969,557,1084179945
4902,853,976,1084179984
4903,144,41,1084180033
4904,770,61,1084180124
4905,72,967,1084180124
4906,9,652,1084180168
4907,204,777,1084180252
4908,561,557,1084180317
4909,977,346,1084180402
4910,337,966,1084180473
4911,586,978,1084180585
4912,356,711,1084180638
4913,41,978,1084180726
4914,978,979,1084180787
4915,67,978,1084180965
4916,176,978,1084181063
4917,974,978,1084181075
4918,448,254,1084181208
4919,980,831,1084181264
4920,104,638,1084184698
4921,831,981,1084184835
4922,95,708,1084184919
4923,704,978,1084184925
4924,704,971,1084184979
4925,969,549,1084185030
4926,199,978,1084185105
4927,704,943,1084185118
4928,68,969,1084185118
4929,629,713,1084185264
4930,199,355,1084185728
4931,199,460,1084185888
4932,546,831,1084186270
4933,546,823,1084186351
4934,103,969,1084186385
4935,103,795,1084186498
4936,644,977,1084186552
4937,103,708,1084186673
4938,546,460,1084186692
4939,103,975,1084186707
4940,644,943,1084186835
4941,176,975,1084186915
4942,498,881,1084186975
4943,199,498,1084187282
4944,847,140,1084187460
4945,193,913,1084254123
4946,41,975,1084254238
4947,41,176,1084254305
4948,981,817,1084254312
4949,103,973,1084254407
4950,294,103,1084254764
4951,84,437,1084255098
4952,596,103,1084255130
4953,9,978,1084255305
4954,9,977,1084255326
4955,103,445,1084256148
4956,250,358,1084256300
4957,250,853,1084256359
4958,660,777,1084256476
4959,942,349,1084257117
4960,103,658,1084257325
4961,109,282,1084257487
4962,686,163,1084257697
4963,686,74,1084259177
4964,372,969,1084259573
4965,821,475,1084259675
4966,475,142,1084260118
4967,969,283,1084260281
4968,73,773,1084260325
4969,12,599,1084260345
4970,12,73,1084260625
4971,975,590,1084260812
4972,964,590,1084260883
4973,3,372,1084260995
4974,884,658,1084261225
4975,151,982,1084261275
4976,95,983,1084261644
4977,12,817,1084261686
4978,686,372,1084261771
4979,809,598,1084261793
4980,103,983,1084261900
4981,12,984,1084261959
4982,809,250,1084262370
4983,12,282,1084262700
4984,12,766,1084262849
4985,809,821,1084262972
4986,12,713,1084263069
4987,109,719,1084263260
4988,639,590,1084263296
4989,250,109,1084263460
4990,212,590,1084263518
4991,297,513,1084263699
4992,212,555,1084263747
4993,388,439,1084263874
4994,800,616,1084263893
4995,983,985,1084264005
4996,975,296,1084264106
4997,181,783,1084264193
4998,297,63,1084264497
4999,986,835,1084264686
5000,448,987,1084264780
5001,250,513,1084264813
5002,338,475,1084264874
5003,448,392,1084264911
5004,372,988,1084265006
5005,448,835,1084265049
5006,448,817,1084265083
5007,448,815,1084265218
5008,681,513,1084265247
5009,681,987,1084265290
5010,448,513,1084265295
5011,95,311,1084265405
5012,501,768,1084265430
5013,12,969,1084265442
5014,986,681,1084265497
5015,501,498,1084265542
5016,392,815,1084265575
5017,372,513,1084265620
5018,627,388,1084265729
5019,555,513,1084266119
5020,181,766,1084266119
5021,263,989,1084266119
5022,681,988,1084266234
5023,181,513,1084266348
5024,181,969,1084266530
5025,263,843,1084266539
5026,986,619,1084266561
5027,372,769,1084266563
